BROWSER: chrome
[0.24935041633189403, 0.923748447917097, 0.21139704416561478, 0.26807519564412585, 0.6139246535437208, 0.38522741120294146]
state 3818155070560256179 4599703314747375887
gen 0.8616075328243951
gen 0.4773064341247082
gen 0.4097658164186295
gen 0.7928180508911173
gen 0.055582722726372547
gen 0.5706683801754773
gen 0.5843336627500819
gen 0.49452072060624386
gen 0.8664887206910881
gen 0.5424399569598488
gen 0.2927523991067291
gen 0.1623847380958645
gen 0.6029058663332423
gen 0.5177518386648894
gen 0.7813056515601706
gen 0.11121753646899224
gen 0.6591793879723993
gen 0.2524118369209416
gen 0.745267789302259
gen 0.21209654589685423
gen 0.4612928622321315
gen 0.5212115967633779
gen 0.010077708366879046
gen 0.11179895484557267
gen 0.9999180892191792
gen 0.008982882443381746
gen 0.7230941376962954
gen 0.17239565749016972
gen 0.37142119285194486
gen 0.7850819508538667
gen 0.7474185417973831
gen 0.36386646821405955
gen 0.2748970557865844
gen 0.2804472878098354
gen 0.7477254564840643
gen 0.5416753823133955
gen 0.651769587354625
gen 0.7627463262508771
gen 0.6320022066718105
gen 0.16347769429591819
gen 0.38023089304217295
gen 0.9458573733808351
gen 0.23582442811276727
gen 0.8110090502948786
gen 0.3971261486490336
gen 0.6142043131556978
gen 0.6600517409081841
gen 0.4404546343810163
gen 0.2135256447681253
gen 0.7535153061880733
gen 0.7182685442675538
gen 0.28521576431704676
gen 0.2788741260440084
gen 0.34151117179667234
gen 0.6370290159781056
gen 0.364600141152597
gen 0.8521136214955851
gen 0.3957296471284857
gen 0.18335635289754038
gen 0.605295040314108
gen 0.3637765539547462
gen 0.08206019682516907
gen 0.765136545520885
gen 0.9242334637181358
gen 0.4956243418351274
gen 0.9518830039696637
gen 0.5800659773828214
gen 0.7750033893226094
gen 0.31871533559540155
gen 0.5124676324204849
gen 0.9496935763040077
gen 0.36931433465599706
gen 0.09865292386799962
gen 0.08839253402212277
gen 0.45570271987774036
gen 0.8563288120501953
gen 0.4672286324433783
gen 0.10940381169646618
gen 0.8165843163555337
gen 0.30544132144730174
gen 0.2657346554291016
gen 0.6144277562806235
gen 0.7056313072828342
gen 0.4374500839399902
gen 0.2306760402079968
gen 0.05337850440119163
gen 0.8039517381266692
gen 0.5327027180367581
gen 0.3174485065185282
gen 0.07473645090609926
gen 0.6756435551569333
gen 0.6828569253429866
gen 0.48022156620301515
gen 0.09929094337565836
gen 0.4506626207630442
gen 0.4681054492838719
gen 0.26631179482207834
gen 0.4361682368041919
gen 0.8604586086051713
gen 0.8060442794649731
gen 0.5380336770966998
gen 0.30588841888480567
gen 0.7410009476597581
gen 0.39645273541302184
gen 0.16019522482599946
gen 0.6841853723626856
gen 0.4540772373337416
gen 0.8899383809399506
gen 0.3455387128489473
gen 0.2725841991750131
gen 0.9852094508451856
gen 0.5662683439588154
gen 0.6389862072336874
gen 0.3740816622187604
gen 0.37498112193489574
gen 0.29437235528700256
gen 0.6947701747872148
gen 0.42565114350973654
gen 0.5408512760738535
gen 0.9186931912214147
gen 0.8009112683702531
gen 0.9198739292828007
gen 0.3838942368505036
gen 0.735646987990833
gen 0.2872430792141707
gen 0.8746776777280012
gen 0.6096187878530543
gen 0.3103631793470465
gen 0.5754878819848921
gen 0.6691817601382173
gen 0.04991056996139864
gen 0.15441364052544948
gen 0.09229674790095088
gen 0.17797876788149347
gen 0.0750993681311698
gen 0.7501412623695156
gen 0.8101877106108206
gen 0.8913676642434578
gen 0.0744467043954844
gen 0.5962802691427873
gen 0.9880295355194995
gen 0.6325998034889126
gen 0.15442806230061867
gen 0.2394067920742431
gen 0.7820317535414267
gen 0.7590832967139973
gen 0.21851411348504746
gen 0.3659542389442947
gen 0.31799474135829353
gen 0.795749399550991
gen 0.5276146073877939
gen 0.4004165130435209
gen 0.825475239548459
gen 0.4728768825839711
gen 0.7919251177952591
gen 0.9841240981372161
gen 0.11242046094340163
gen 0.38761025856733733
gen 0.21530870017110804
gen 0.8883845467518434
gen 0.22630380727822885
gen 0.6343682375294935
gen 0.7769426542491009
gen 0.9806588439023827
gen 0.5338440785487544
gen 0.7081602546089709
gen 0.506423918659701
gen 0.3169824358935387
gen 0.39819070204707807
gen 0.21936953667785808
gen 0.26501871557982515
gen 0.2584711582672534
gen 0.17654087243618455
gen 0.12101607857082741
gen 0.7707849697200166
gen 0.7025145778885802
gen 0.5494731637584893
gen 0.8515125394353436
gen 0.48201539283680694
gen 0.6722025939030576
gen 0.9028369413283435
gen 0.9172193566263089
gen 0.5567227021889984
gen 0.016101285968989743
gen 0.845238128203307
gen 0.32472080707925555
gen 0.6934789692876568
gen 0.5842049676743171
gen 0.2315725233673227
gen 0.5458642418884092
gen 0.7042263768342005
gen 0.4408039223298277
gen 0.2074659995500321
gen 0.0424871813241412
gen 0.36281030025054584
gen 0.5258726853042994
gen 0.9435907806945505
gen 0.7997045198752146
gen 0.584698636362339
gen 0.029621764324063715
gen 0.1919791265941604
gen 0.9652634568835421
gen 0.5776708525888046
gen 0.2352654155180698
gen 0.6084368471542061
gen 0.157241649795538
gen 0.4467557379333955
gen 0.7334433653681194
gen 0.13425778400181398
gen 0.2722689938662015
gen 0.11958259038710728
gen 0.03608898169943919
gen 0.8169222802390268
gen 0.0894469986549391
gen 0.4213429298714335
gen 0.1921631451868595
gen 0.8148477722230301
gen 0.6444725121038024
gen 0.2890357065989517
gen 0.42708390967016907
gen 0.6829964567216971
gen 0.054929352136670495
gen 0.5721972224652525
gen 0.2629500474515847
gen 0.7763428797865504
gen 0.7934353719175518
gen 0.2491611477052813
gen 0.5228899051652751
gen 0.1460709122213797
gen 0.37025082038674695
gen 0.8800817257162108
gen 0.890419168614397
gen 0.7503342342869062
gen 0.5860070837151992
gen 0.2901718748507276
gen 0.8859991126746756
gen 0.5140850744267196
gen 0.038251567866897096
gen 0.2967253633100466
gen 0.5282789194052655
gen 0.18152795857806958
gen 0.9340006440746322
gen 0.12413190242168404
gen 0.9421402224940276
gen 0.5471661551353166
gen 0.16018287284997856
gen 0.620183495729411
gen 0.8122462593799178
gen 0.1466531104526949
gen 0.28313155571125304
gen 0.5240062381293638
gen 0.513702071212883
gen 0.42585806950539085
gen 0.6294061316371506
gen 0.2364785599865482
gen 0.30843673057985654
gen 0.09626667706602432
gen 0.9707280019371254
gen 0.9286276165507112
gen 0.09179568396358118
gen 0.7181015373509743
gen 0.06751080690150602
gen 0.5910389655398718
gen 0.6582153060130087
gen 0.18535602872357382
gen 0.734451083450139
gen 0.9318895926255324
gen 0.48123397382485433
gen 0.38570558611472117
gen 0.39465135174473853
gen 0.8796579719256037
gen 0.5837988933872622
gen 0.3919811323762714
gen 0.03991663228357445
gen 0.7329455417593584
gen 0.85063665003442
gen 0.35362401273988575
gen 0.14343102646657502
gen 0.9791519067247458
gen 0.029209953449855774
gen 0.5093399880999716
gen 0.6636924953087779
gen 0.6382243078576575
gen 0.07395566646968676
gen 0.19782787708556437
gen 0.6300556068333101
gen 0.3059568245606412
gen 0.3916637354342938
gen 0.016558668652762343
gen 0.8553262625641338
gen 0.7717913516679025
gen 0.7875686692943973
gen 0.3342953145590932
gen 0.998923824960569
gen 0.2574403191880956
gen 0.3123873405386475
gen 0.9516019809583356
gen 0.11044521636142202
gen 0.6095320525640893
gen 0.3244776517910708
gen 0.07998834335154048
gen 0.9817959946743915
gen 0.9536153204038791
gen 0.5506959574062746
gen 0.9692021015941241
gen 0.9553292395858597
gen 0.6831523936393837
gen 0.2272793503319801
gen 0.11424583659860565
gen 0.32475727246961617
gen 0.598595361752482
gen 0.3662459365385704
gen 0.17982005093481646
gen 0.6786947094155
gen 0.3266337887185118
gen 0.3992374651510897
gen 0.36702470871278003
gen 0.751176235986704
gen 0.9034505462923847
gen 0.6492618924012967
gen 0.9086833791258626
gen 0.39634933130309524
gen 0.5812901375601871
gen 0.6180640978295902
gen 0.040549159325505624
gen 0.9001724059524183
gen 0.9242855313010581
gen 0.09156681486025464
gen 0.3391717286988194
gen 0.9183893998718484
gen 0.7934233503582406
gen 0.04468586084615711
gen 0.07108900806589102
gen 0.060263405639570555
gen 0.9792356379051548
gen 0.8688959086681465
gen 0.5572571355890872
gen 0.014042297087143218
gen 0.7267669696539159
gen 0.15175850656823586
gen 0.24824030853074275
gen 0.724328950150462
gen 0.18331809716731606
gen 0.23517545112610017
gen 0.12931182410653008
gen 0.6896953199196854
gen 0.2423702104114973
gen 0.7452930436991718
gen 0.535748367152233
gen 0.8360818484291483
gen 0.9387350899622018
gen 0.9220262515891455
gen 0.7964100650143666
gen 0.7052477092427185
gen 0.787772382962135
gen 0.29800333893514996
gen 0.5428839992249688
gen 0.176792135436449
gen 0.08407136157198258
gen 0.09167685348019838
gen 0.9887368678469934
gen 0.24247203230181213
gen 0.8110712825678217
gen 0.6220926563000084
gen 0.03770057543759808
gen 0.9744811577549779
gen 0.98231161183793
gen 0.30212358354884405
gen 0.9695209628514694
gen 0.4000217705087661
gen 0.5993150506286327
gen 0.4747861057995735
gen 0.3152671681346677
gen 0.5805215526558498
gen 0.7068139840156873
gen 0.31685858287068935
gen 0.17517611812993605
gen 0.9180275903892627
gen 0.22178435284368847
gen 0.018758754726537763
gen 0.46061555011235633
gen 0.5299642042013655
gen 0.7957922490171401
gen 0.7233436057569824
gen 0.1577847427409742
gen 0.04961831773493075
gen 0.8387983974174773
gen 0.29130751667975674
gen 0.8791816817722393
gen 0.4761900689462628
gen 0.898435293249447
gen 0.8173637749401048
gen 0.675824832993122
gen 0.9110794761229832
gen 0.05701974530280052
gen 0.5390424050174594
gen 0.5966102033221992
gen 0.3222675639080199
gen 0.7192943627462349
gen 0.9753019898464375
gen 0.3112113541672281
gen 0.19027620865974004
gen 0.38542164755333386
gen 0.7524003472688676
gen 0.1693621321695753
gen 0.7638768145316528
gen 0.8937008437348979
gen 0.7083886350085105
gen 0.16678064835181172
gen 0.9755497455320841
gen 0.5917384943236856
gen 0.979827949820405
gen 0.14824989826899926
gen 0.12208852190255204
gen 0.8948198406150278
gen 0.2381921739607593
gen 0.6370796537940622
gen 0.2402970355066989
gen 0.28443704092057476
gen 0.8470730397625277
gen 0.05964751508939492
gen 0.5329636782060807
gen 0.24040922277793642
gen 0.36627363052590245
gen 0.9940331718965727
gen 0.42303774503043146
gen 0.73517646547414
gen 0.9837072098978403
gen 0.8784527364239134
gen 0.9963521827714419
gen 0.6406391542155503
gen 0.4625190708166631
gen 0.43580374027072444
gen 0.6088854680575988
gen 0.47236282221912074
gen 0.9958450933280263
gen 0.19964464991218334
gen 0.037061663593506156
gen 0.8535306308909871
gen 0.7282375588866565
gen 0.33845117235922206
gen 0.6411868673419459
gen 0.14233062739333646
gen 0.33996818552886565
gen 0.21125164881834135
gen 0.8984493646353731
gen 0.3127406240018664
gen 0.8268030163126654
gen 0.46127330776807973
gen 0.02880735829402159
gen 0.012497955225192259
gen 0.08269263118496673
gen 0.23716308674007958
gen 0.12794614274185268
gen 0.4709438555735568
gen 0.04612318589400566
gen 0.8405838778449244
gen 0.8550899057181145
gen 0.6284077973268634
gen 0.9260664690136002
gen 0.9375375201047391
gen 0.25240318363231284
